Gene1,Gene2
HOXB13,OPLAH
HOXB13,P4HB
HOXB13,PRAF2
HOXB13,S100A2
HOXB13,STK25
HOXB5,ARHGDIA
HOXB5,CLU
HOXB5,DNLZ
HOXB5,DYRK1B
HOXB5,FASN
HOXB5,GDF9
HOXB5,GTPBP6
HOXB5,HJURP
HOXB5,HM13-AS1
HOXB5,HNRNPL
HOXB5,JUN
HOXB5,LAGE3
HOXB5,LENG9
HOXB5,LINC00677
HOXB5,MATN1-AS1
HOXB5,NHLRC1
HOXB5,OPLAH
HOXB5,OSCAR
HOXB5,P4HB
HOXB5,PRAF2
HOXB5,RPS16
HOXB5,S100A2
HOXB5,SLC7A5
HOXB5,SNORD3D
HOXB5,STK25
HOXB5,SUMO3
HOXB5,SYVN1
HOXB5,TMEM17
HOXB5,TMEM185B
HOXB5,UBC
IRF1,ACP5
IRF1,ACSS1
IRF1,ACTG1
IRF1,ACY3
IRF1,AGPAT1
IRF1,AKR1B1
IRF1,ALOX12
IRF1,ANGPTL1
IRF1,ANGPTL2
IRF1,ANKRD22
IRF1,BMS1P17
IRF1,C1QBP
IRF1,C6orf62
IRF1,CITED2
IRF1,CLEC2B
IRF1,CLIC3
IRF1,DHX58
IRF1,F12
IRF1,GBP3
IRF1,GSDMB
IRF1,HHLA1
IRF1,HLA-B
IRF1,HNRNPA0
IRF1,HNRNPL
IRF1,HOTAIR
IRF1,IGFBP3
IRF1,INPP4B
IRF1,IRF7
IRF1,LDHB
IRF1,LGALS3BP
IRF1,MAT1A
IRF1,MCL1
IRF1,MRPL16
IRF1,MTMR11
IRF1,NAMPT
IRF1,NKX3-1
IRF1,NOD2
IRF1,NOL6
IRF1,NR1D1
IRF1,NRN1
IRF1,NTSR2
IRF1,OSR1
IRF1,PARP10
IRF1,PCDH9
IRF1,PGM5P2
IRF1,PJA1
IRF1,PLCD1
IRF1,PSAP
IRF1,PSME2
IRF1,PSMG4
IRF1,SERTAD1
IRF1,SLAMF6
IRF1,SLC22A11
IRF1,SRSF2
IRF1,TINF2
IRF1,TNS4
IRF1,TRABD2A
IRF1,TRIM68
IRF1,UBA7
IRF1,USF1
IRF1,ZFP57
IRF1,ZNF219
IRF1,ZNF579
JUN,AAMP
JUN,ABCA11P
JUN,ABCA2
JUN,ABCG4
JUN,ABHD11
JUN,ABHD17A
JUN,ACAA2
JUN,ACAP3
JUN,ACOT6
JUN,ACSS1
JUN,ACTB
JUN,ACTG1
JUN,ACTR1B
JUN,ACTRT3
JUN,ACY3
JUN,ADAMTSL4-AS1
JUN,ADAP1
JUN,ADRA2A
JUN,AGA
JUN,AGPAT1
JUN,AGR2
JUN,AHCY
JUN,AHNAK
JUN,AJUBA
JUN,AKR1B1
JUN,AKT1S1
JUN,ALDH3A1
JUN,AMBP
JUN,ANAPC13
JUN,ANKRD22
JUN,ANPEP
JUN,AP1G2
JUN,AP4B1
JUN,APBB1
JUN,APBB3
JUN,APLN
JUN,AQP2
JUN,AQP3
JUN,ARFIP2
JUN,ARHGAP31-AS1
JUN,ARHGAP4
JUN,ARHGDIA
JUN,ARHGEF19
JUN,ARSA
JUN,ARVCF
JUN,ARX
JUN,ASB6
JUN,ASIC4
JUN,ASPM
JUN,ATP13A1
JUN,ATP13A2
JUN,AURKAIP1
JUN,AURKB
JUN,B4GALNT1
JUN,B9D2
JUN,BAAT
JUN,BAIAP2L2
JUN,BCAP31
JUN,BEGAIN
JUN,BEST4
JUN,BMF
JUN,BMS1P1
JUN,BOP1
JUN,BRAT1
JUN,BRMS1
JUN,C10orf55
JUN,C18orf32
JUN,C19orf73
JUN,C1QBP
JUN,C1QL4
JUN,C1QTNF1-AS1
JUN,C1R
JUN,C1orf216
JUN,C1orf74
JUN,C20orf96
JUN,C2CD4B
JUN,C3
JUN,C3orf18
JUN,C6orf62
JUN,C7orf25
JUN,CA12
JUN,CACNB1
JUN,CALCOCO1
JUN,CAPN8
JUN,CASP9
JUN,CBLN3
JUN,CCDC102A
JUN,CCDC74B
JUN,CCDC78
JUN,CCDC96
JUN,CCK
JUN,CCNO
JUN,CCR10
JUN,CCT3
JUN,CD2BP2
JUN,CDC20B
JUN,CDH16
JUN,CDK20
JUN,CDK2AP1
JUN,CDKN1C
JUN,CDX2
JUN,CELF6
JUN,CENPE
JUN,CFL1
JUN,CHCHD2
JUN,CHKA
JUN,CHPF
JUN,CHRNA9
JUN,CIB1
JUN,CIB2
JUN,CIDEB
JUN,CITED2
JUN,CITED4
JUN,CKB
JUN,CLDN3
JUN,CLDN7
JUN,CLEC18B
JUN,CLPTM1L
JUN,CLU
JUN,CLUH
JUN,CNFN
JUN,COL1A1
JUN,COL5A2
JUN,COL7A1
JUN,COLCA1
JUN,CORO6
JUN,COX6B2
JUN,COX7A2
JUN,CPS1
JUN,CRABP2
JUN,CRH
JUN,CSRNP1
JUN,CSRP1
JUN,CST3
JUN,CTRL
JUN,CTSB
JUN,CTSD
JUN,CTSF
JUN,CTSZ
JUN,CTXN1
JUN,CYBA
JUN,CYP24A1
JUN,CYP26B1
JUN,DAD1
JUN,DAW1
JUN,DBNDD1
JUN,DBP
JUN,DCTPP1
JUN,DDT
JUN,DEDD2
JUN,DENND2D
JUN,DGAT1
JUN,DGKQ
JUN,DHCR24
JUN,DHCR7
JUN,DHRS1
JUN,DHRS13
JUN,DIO3OS
JUN,DLGAP1-AS4
JUN,DLX1
JUN,DMKN
JUN,DMPK
JUN,DNAAF3
JUN,DNAJB1
JUN,DNAJC19
JUN,DNAJC30
JUN,DNLZ
JUN,DNM1P35
JUN,DOC2B
JUN,DOCK4
JUN,DPAGT1
JUN,DPM2
JUN,DPP7
JUN,DTYMK
JUN,DUS1L
JUN,DUSP7
JUN,DVL1
JUN,DYRK1B
JUN,E2F1
JUN,E2F2
JUN,EEF2
JUN,EFEMP1
JUN,EFEMP2
JUN,EGFR-AS1
JUN,EIF6
JUN,ELP6
JUN,EMP2
JUN,ENO1
JUN,ENTPD2
JUN,ENTPD8
JUN,EOMES
JUN,EPB41L4A
JUN,EPHB6
JUN,EPS8L3
JUN,ERH
JUN,ETNK2
JUN,EXTL3-AS1
JUN,EZR
JUN,F12
JUN,FADS3
JUN,FAM161B
JUN,FAM171A2
JUN,FAM218A
JUN,FAM83E
JUN,FAM86B1
JUN,FAM86B2
JUN,FASN
JUN,FASTK
JUN,FAU
JUN,FBXL14
JUN,FBXL6
JUN,FBXO2
JUN,FBXO41
JUN,FBXW5
JUN,FCGBP
JUN,FCHSD1
JUN,FDXACB1
JUN,FGFBP3
JUN,FGFR1
JUN,FHL3
JUN,FIS1
JUN,FIZ1
JUN,FKBP5
JUN,FKBP8
JUN,FLNA
JUN,FLT4
JUN,FN1
JUN,FNDC5
JUN,FOXD1
JUN,FOXN3-AS1
JUN,FRMD3
JUN,FSTL4
JUN,FUCA1
JUN,FZD5
JUN,G6PD
JUN,GABARAP
JUN,GADD45GIP1
JUN,GAL3ST1
JUN,GALK1
JUN,GALNT18
JUN,GAMT
JUN,GATA2
JUN,GBX2
JUN,GCLC
JUN,GDF9
JUN,GHDC
JUN,GLT8D1
JUN,GNG13
JUN,GPANK1
JUN,GPATCH3
JUN,GPR27
JUN,GPX2
JUN,GSG1
JUN,GSK3A
JUN,GSR
JUN,GSTM3
JUN,GTPBP6
JUN,GUCA1B
JUN,GUCD1
JUN,GUCY2EP
JUN,HAS2
JUN,HAUS7
JUN,HDHD3
JUN,HECTD3
JUN,HES4
JUN,HES5
JUN,HES7
JUN,HEY2
JUN,HIF1A-AS1
JUN,HINT2
JUN,HJURP
JUN,HLA-B
JUN,HM13-AS1
JUN,HMGCLL1
JUN,HMGCS1
JUN,HNRNPA0
JUN,HNRNPH1
JUN,HNRNPL
JUN,HOTAIR
JUN,HOXA5
JUN,HOXB13
JUN,HOXB5
JUN,HR
JUN,HSD11B1
JUN,HSD17B14
JUN,HSPA13
JUN,HSPA1L
JUN,HSPA6
JUN,HTR1D
JUN,HYAL3
JUN,HYI
JUN,HYOU1
JUN,IFI27L2
JUN,IGDCC4
JUN,IGFBP3
JUN,IGSF11
JUN,IGSF8
JUN,IMPDH1
JUN,INPP4B
JUN,INPP5E
JUN,INTS5
JUN,IQUB
JUN,IRF2BP1
JUN,IRF7
JUN,ISOC2
JUN,JMJD4
JUN,JTB
JUN,JUN
JUN,KAZN
JUN,KBTBD4
JUN,KCNH2
JUN,KCNJ11
JUN,KCTD14
JUN,KEL
JUN,KIAA0930
JUN,KIFC3
JUN,KIRREL3
JUN,KLF9
JUN,KLHL35
JUN,KRT16
JUN,KRT19
JUN,KRT8
JUN,KRT81
JUN,KRTDAP
JUN,KTI12
JUN,LAD1
JUN,LAGE3
JUN,LAMA5
JUN,LAMB2
JUN,LAMTOR5
JUN,LAPTM4A
JUN,LDHB
JUN,LDHD
JUN,LENG9
JUN,LGALS3BP
JUN,LGI3
JUN,LIMD2
JUN,LINC00111
JUN,LINC00390
JUN,LINC00543
JUN,LINC00574
JUN,LINC00677
JUN,LINC00954
JUN,LIPE
JUN,LMF2
JUN,LMTK3
JUN,LNX1-AS2
JUN,LONP1
JUN,LOX
JUN,LOXL1-AS1
JUN,LOXL4
JUN,LRFN1
JUN,LRPAP1
JUN,LRRC24
JUN,LRRC59
JUN,LRRC71
JUN,LSM10
JUN,LSM7
JUN,LSS
JUN,LTB
JUN,LTBP3
JUN,LYNX1
JUN,LYST
JUN,MAD2L2
JUN,MAGEF1
JUN,MAML2
JUN,MAN2C1
JUN,MAP2K4P1
JUN,MAP4K2
JUN,MAPK12
JUN,MARCKSL1
JUN,MATN1-AS1
JUN,MBNL1-AS1
JUN,MBOAT4
JUN,MCAT
JUN,MCIDAS
JUN,MCL1
JUN,MCOLN3
JUN,MCRS1
JUN,MEA1
JUN,MED20
JUN,METTL18
JUN,MFGE8
JUN,MGAT1
JUN,MGAT4B
JUN,MICAL1
JUN,MICALL2
JUN,MIR22HG
JUN,MIR24-2
JUN,MIR3193
JUN,MIR3198-2
JUN,MKI67
JUN,MKRN9P
JUN,MLF2
JUN,MMP19
JUN,MOAP1
JUN,MROH6
JUN,MRPL16
JUN,MRPL28
JUN,MRPL43
JUN,MRPS15
JUN,MSMP
JUN,MSRB1
JUN,MST1L
JUN,MST1R
JUN,MTCH1
JUN,MTMR11
JUN,MUC1
JUN,MUL1
JUN,MYL2
JUN,MZF1
JUN,NAA10
JUN,NAMPT
JUN,NAPSA
JUN,NAT9
JUN,NCL
JUN,NCOR2
JUN,NDST2
JUN,NDUFA2
JUN,NDUFA4L2
JUN,NEFL
JUN,NELFE
JUN,NHLRC1
JUN,NIPSNAP3B
JUN,NKX3-1
JUN,NOD2
JUN,NOL6
JUN,NOP10
JUN,NOTCH3
JUN,NOTUM
JUN,NOXO1
JUN,NPDC1
JUN,NPTX1
JUN,NQO1
JUN,NR1D1
JUN,NR2C2AP
JUN,NR2F6
JUN,NRARP
JUN,NSMF
JUN,NSUN5P2
JUN,NSUN6
JUN,NT5C
JUN,NT5DC2
JUN,NTF4
JUN,NTN5
JUN,NTRK3
JUN,NUDT18
JUN,NUDT8
JUN,NUPR1
JUN,OGDHL
JUN,OPLAH
JUN,ORMDL3
JUN,OSBPL7
JUN,OSCAR
JUN,OSR1
JUN,OXLD1
JUN,P2RY1
JUN,P4HB
JUN,PAN2
JUN,PAQR9
JUN,PARP10
JUN,PARP12
JUN,PARS2
JUN,PCBP4
JUN,PCDH9
JUN,PCDHGA7
JUN,PCGF1
JUN,PCYT2
JUN,PDAP1
JUN,PDE6G
JUN,PDIA4
JUN,PDIA6
JUN,PDK4
JUN,PDZD11
JUN,PDZK1IP1
JUN,PEX19
JUN,PFN1
JUN,PGM5P2
JUN,PHOSPHO1
JUN,PIGH
JUN,PIK3IP1
JUN,PJA1
JUN,PKD1
JUN,PKMYT1
JUN,PLCD1
JUN,PLD6
JUN,PLEC
JUN,PLIN1
JUN,PLTP
JUN,PLXNB1
JUN,PLXNB2
JUN,PLXND1
JUN,POFUT2
JUN,POLD2
JUN,POLDIP2
JUN,POLM
JUN,POLR2I
JUN,POLR2J
JUN,POLR2L
JUN,POLRMT
JUN,POMGNT1
JUN,POP5
JUN,PPP1CA
JUN,PPP1R3C
JUN,PPP1R9B
JUN,PRAF2
JUN,PRDX1
JUN,PRODH
JUN,PRR15L
JUN,PRR7-AS1
JUN,PRRT4
JUN,PRSS27
JUN,PSAP
JUN,PSG8
JUN,PSMB8
JUN,PSMC3IP
JUN,PSME2
JUN,PSMG4
JUN,PTGES
JUN,PTGES2
JUN,PTGR1
JUN,PTHLH
JUN,PTK6
JUN,PTRH1
JUN,PTRHD1
JUN,PXMP4
JUN,PYCR1
JUN,R3HDM4
JUN,RAB11B-AS1
JUN,RAB17
JUN,RAB34
JUN,RAB3D
JUN,RABAC1
JUN,RABGGTA
JUN,RAP1GAP
JUN,RASGRP1
JUN,RASL10B
JUN,RBFOX3
JUN,RECQL4
JUN,REEP4
JUN,RELA
JUN,RGL2
JUN,RGS16
JUN,RGS19
JUN,RGS9BP
JUN,RHOC
JUN,RHOV
JUN,RILP
JUN,RIN1
JUN,RNASEH2C
JUN,RNF113A
JUN,RNF208
JUN,ROBO1
JUN,ROBO3
JUN,RPL22
JUN,RPL8
JUN,RPP25L
JUN,RPS16
JUN,RPUSD1
JUN,RRBP1
JUN,RRP9
JUN,RTN2
JUN,RUNX3
JUN,RUSC1-AS1
JUN,S100A10
JUN,S100A2
JUN,S100A3
JUN,S100A4
JUN,S100A6
JUN,SALL2
JUN,SAYSD1
JUN,SBK2
JUN,SCAND1
JUN,SCN3B
JUN,SCO2
JUN,SCT
JUN,SDC1
JUN,SDC3
JUN,SDC4
JUN,SDK2
JUN,SDR16C5
JUN,SEC61G
JUN,SEMA4C
JUN,SEMA6C
JUN,SERF1A
JUN,SERTAD1
JUN,SERTAD3
JUN,SF3B4
JUN,SF3B5
JUN,SH3GLB2
JUN,SHE
JUN,SHF
JUN,SHOX2
JUN,SIGMAR1
JUN,SIRT3
JUN,SKIDA1
JUN,SLC10A3
JUN,SLC12A7
JUN,SLC16A14
JUN,SLC19A1
JUN,SLC1A5
JUN,SLC22A11
JUN,SLC22A17
JUN,SLC25A5-AS1
JUN,SLC25A6
JUN,SLC26A6
JUN,SLC2A6
JUN,SLC35A2
JUN,SLC38A10
JUN,SLC39A1
JUN,SLC39A4
JUN,SLC40A1
JUN,SLC45A4
JUN,SLC47A2
JUN,SLC5A6
JUN,SLC7A11
JUN,SLC7A5
JUN,SLC7A5P2
JUN,SLIT3
JUN,SNHG17
JUN,SNORA70B
JUN,SNORD3D
JUN,SNORD60
JUN,SOX17
JUN,SOX21
JUN,SP6
JUN,SP7
JUN,SPATA24
JUN,SPATA41
JUN,SPEF1
JUN,SPON2
JUN,SPRY2
JUN,SPSB2
JUN,SRI
JUN,SRSF2
JUN,ST3GAL1
JUN,ST6GALNAC1
JUN,ST6GALNAC6
JUN,STARD5
JUN,STAU2-AS1
JUN,STC2
JUN,STK25
JUN,STRA6
JUN,STX10
JUN,SUMO3
JUN,SURF4
JUN,SYBU
JUN,SYN1
JUN,SYPL2
JUN,SYVN1
JUN,TAC4
JUN,TAF10
JUN,TAF6
JUN,TAP1
JUN,TBR1
JUN,TBRG4
JUN,TBX6
JUN,TEP1
JUN,TERC
JUN,TFEB
JUN,TFPI2
JUN,TFPT
JUN,TGFB3
JUN,THAP7
JUN,THBD
JUN,TIMM13
JUN,TIMP2
JUN,TINF2
JUN,TJP3
JUN,TLCD1
JUN,TLE3
JUN,TM4SF1
JUN,TMC6
JUN,TMEM120A
JUN,TMEM129
JUN,TMEM160
JUN,TMEM17
JUN,TMEM185B
JUN,TMEM186
JUN,TMEM200B
JUN,TMEM203
JUN,TMEM205
JUN,TMEM221
JUN,TMEM259
JUN,TMEM47
JUN,TMEM54
JUN,TMEM59L
JUN,TMPO-AS1
JUN,TNFRSF1A
JUN,TNK2
JUN,TNKS1BP1
JUN,TNS4
JUN,TOB2P1
JUN,TOMM20L
JUN,TOP2A
JUN,TP53I3
JUN,TPM2
JUN,TPRA1
JUN,TRABD2A
JUN,TRAM1
JUN,TRIAP1
JUN,TRIM21
JUN,TRIM29
JUN,TRIM47
JUN,TRIM68
JUN,TRMT2A
JUN,TSPAN6
JUN,TSPYL5
JUN,TSR3
JUN,TST
JUN,TUBA1B
JUN,TUBB2A
JUN,TUBB4A
JUN,TUBGCP6
JUN,TUFM
JUN,TUSC1
JUN,TUSC2
JUN,TYK2
JUN,U2AF1L4
JUN,UBC
JUN,UBE2M
JUN,UBXN1
JUN,UBXN11
JUN,USF1
JUN,VCAN-AS1
JUN,VGF
JUN,VPS28
JUN,VSIG10L
JUN,VSX1
JUN,VTI1B
JUN,VWA7
JUN,WDR77
JUN,WDR83OS
JUN,WDR86
JUN,WNT10B
JUN,WNT11
JUN,WNT7B
JUN,WT1
JUN,XBP1
JUN,YIPF3
JUN,ZBTB17
JUN,ZBTB3
JUN,ZDHHC11B
JUN,ZFP36L2
JUN,ZIK1
JUN,ZMAT1
JUN,ZMYND19
JUN,ZNF202
JUN,ZNF219
JUN,ZNF296
JUN,ZNF414
JUN,ZNF436
JUN,ZNF467
JUN,ZNF513
JUN,ZNF518B
JUN,ZNF552
JUN,ZNF558
JUN,ZNF579
JUN,ZNF599
JUN,ZNF671
JUN,ZNF688
JUN,ZNF747
JUN,ZNF768
JUN,ZNF784
JUN,ZNF792
JUN,ZNF799
JUN,ZNF837
JUN,ZNRF3-AS1
JUN,ZWINT
JUN,ZXDA
JUNB,ABHD11
JUNB,ACTB
JUNB,ACTG1
JUNB,ADAMTSL4-AS1
JUNB,AGA
JUNB,AGR2
JUNB,AHCY
JUNB,AHNAK
JUNB,AJUBA
JUNB,AKR1B1
JUNB,AKT1S1
JUNB,ALDH3A1
JUNB,AMBP
JUNB,ANKRD22
JUNB,ANPEP
JUNB,AP4B1
JUNB,APBB3
JUNB,AQP3
JUNB,ARFIP2
JUNB,ARHGAP31-AS1
JUNB,ARHGDIA
JUNB,ARHGDIB
JUNB,ASB6
JUNB,AURKAIP1
JUNB,B4GALNT1
JUNB,B9D2
JUNB,BATF
JUNB,BMF
JUNB,BMS1P1
JUNB,BRAT1
JUNB,C11orf16
JUNB,C19orf73
JUNB,C1QBP
JUNB,C1QTNF1-AS1
JUNB,C1orf216
JUNB,C1orf74
JUNB,C3
JUNB,C7orf25
JUNB,CA12
JUNB,CCK
JUNB,CD2BP2
JUNB,CDH16
JUNB,CHRNA9
JUNB,CIB1
JUNB,CITED2
JUNB,CLDN7
JUNB,CLEC2B
JUNB,CLU
JUNB,CLUH
JUNB,CNFN
JUNB,COL1A1
JUNB,COL7A1
JUNB,CPS1
JUNB,CRABP2
JUNB,CRH
JUNB,CSRNP1
JUNB,CSRP1
JUNB,CST3
JUNB,CYP24A1
JUNB,DAW1
JUNB,DGAT1
JUNB,DHCR24
JUNB,DHRS1
JUNB,DHRS13
JUNB,DLGAP1-AS4
JUNB,DMKN
JUNB,DMPK
JUNB,DNAJB1
JUNB,DNLZ
JUNB,DOCK4
JUNB,DTYMK
JUNB,DUS1L
JUNB,DVL1
JUNB,DYRK1B
JUNB,EEF2
JUNB,EGFR-AS1
JUNB,ENO1
JUNB,ENTPD8
JUNB,EOMES
JUNB,EXTL3-AS1
JUNB,EZR
JUNB,FADS3
JUNB,FAM171A2
JUNB,FASN
JUNB,FBXL6
JUNB,FGFBP3
JUNB,FKBP5
JUNB,FLNA
JUNB,FN1
JUNB,FRMD3
JUNB,FZD5
JUNB,GABARAP
JUNB,GAL3ST1
JUNB,GALNT18
JUNB,GBP2
JUNB,GCLC
JUNB,GDF9
JUNB,GSG1
JUNB,GSK3A
JUNB,GSR
JUNB,GTPBP6
JUNB,GUCA1B
JUNB,GUCD1
JUNB,HAUS7
JUNB,HES5
JUNB,HJURP
JUNB,HM13-AS1
JUNB,HMGCS1
JUNB,HNRNPA0
JUNB,HNRNPH1
JUNB,HNRNPL
JUNB,HOXB13
JUNB,HR
JUNB,HSD11B1
JUNB,HSD17B14
JUNB,HSPA6
JUNB,IGFBP3
JUNB,IMPDH1
JUNB,INPP4B
JUNB,INPP5E
JUNB,INTS5
JUNB,IQUB
JUNB,JUN
JUNB,KIAA0930
JUNB,KIFC3
JUNB,KLF9
JUNB,KRT19
JUNB,KRT8
JUNB,LAD1
JUNB,LAGE3
JUNB,LAMA5
JUNB,LINC00111
JUNB,LNX1-AS2
JUNB,LOXL4
JUNB,LRRC59
JUNB,LSM10
JUNB,LTBP3
JUNB,LYNX1
JUNB,LYST
JUNB,MAGEF1
JUNB,MAML2
JUNB,MAN2C1
JUNB,MCAT
JUNB,MCL1
JUNB,MED20
JUNB,METTL18
JUNB,MFGE8
JUNB,MGAT1
JUNB,MICALL2
JUNB,MIR22HG
JUNB,MIR24-2
JUNB,MIR3193
JUNB,MIR3198-2
JUNB,MMP19
JUNB,MRPL16
JUNB,MRPS15
JUNB,MSMP
JUNB,MST1L
JUNB,MST1R
JUNB,MTCH1
JUNB,MTMR11
JUNB,MUC1
JUNB,MYL2
JUNB,NAMPT
JUNB,NDST2
JUNB,NHLRC1
JUNB,NOL6
JUNB,NOP10
JUNB,NOTUM
JUNB,NR1D1
JUNB,NR2F6
JUNB,NSMF
JUNB,NT5C
JUNB,NUDT18
JUNB,OSBPL7
JUNB,P4HB
JUNB,PARP10
JUNB,PDAP1
JUNB,PGM5P2
JUNB,PIGH
JUNB,PLCD1
JUNB,PLD6
JUNB,PLEC
JUNB,PLXNB2
JUNB,POLR2I
JUNB,POLR2J
JUNB,PPP1CA
JUNB,PPP1R3C
JUNB,PRR15L
JUNB,PRR7-AS1
JUNB,PRSS27
JUNB,PSAP
JUNB,PSG8
JUNB,PTGES
JUNB,PTGR1
JUNB,PTHLH
JUNB,PYCR1
JUNB,R3HDM4
JUNB,RAB17
JUNB,RAB34
JUNB,RABAC1
JUNB,RABGGTA
JUNB,RILP
JUNB,RIN1
JUNB,RNASEH2C
JUNB,ROBO3
JUNB,RPL22
JUNB,RPS16
JUNB,RUNX3
JUNB,S100A10
JUNB,S100A2
JUNB,S100A3
JUNB,S100A6
JUNB,SCAND1
JUNB,SCT
JUNB,SDC1
JUNB,SDC4
JUNB,SDR16C5
JUNB,SERTAD1
JUNB,SERTAD3
JUNB,SF3B5
JUNB,SIGMAR1
JUNB,SKIDA1
JUNB,SLC10A3
JUNB,SLC12A7
JUNB,SLC1A5
JUNB,SLC22A11
JUNB,SLC38A10
JUNB,SLC39A1
JUNB,SLC45A4
JUNB,SLC47A2
JUNB,SLC5A6
JUNB,SLC7A11
JUNB,SLC7A5
JUNB,SLIT3
JUNB,SNAI3
JUNB,SNORA70B
JUNB,SNORD3D
JUNB,SP6
JUNB,SPATA41
JUNB,SPRY2
JUNB,SPSB2
JUNB,SRI
JUNB,ST6GALNAC1
JUNB,STAU2-AS1
JUNB,STC2
JUNB,STRA6
JUNB,SURF4
JUNB,SYBU
JUNB,SYN1
JUNB,SYVN1
JUNB,TAF10
JUNB,TERC
JUNB,TFPI2
JUNB,THBD
JUNB,TIMP2
JUNB,TINF2
JUNB,TLE3
JUNB,TM4SF1
JUNB,TMEM17
JUNB,TMEM185B
JUNB,TMEM221
JUNB,TNFRSF1A
JUNB,TNKS1BP1
JUNB,TP53I3
JUNB,TRIM29
JUNB,TRIM47
JUNB,TRMT2A
JUNB,TSR3
JUNB,TST
JUNB,TUFM
JUNB,UBC
JUNB,VGF
JUNB,VPS28
JUNB,VSIG10L
JUNB,VSX1
JUNB,VWA7
JUNB,XBP1
JUNB,ZBTB17
JUNB,ZFP36L2
JUNB,ZNF219
JUNB,ZNF414
JUNB,ZNF579
JUNB,ZNF688
JUNB,ZNF768
JUNB,ZNF837
JUNB,ZNRF3-AS1
JUND,ACTB
JUND,ACTG1
JUND,ADAMTSL4-AS1
JUND,AGA
JUND,AGR2
JUND,AHNAK
JUND,AJUBA
JUND,AKR1B1
JUND,AKT1S1
JUND,ALDH3A1
JUND,AMBP
JUND,APBB3
JUND,ARFIP2
JUND,ARHGEF19
JUND,ASB6
JUND,ATP13A1
JUND,AURKAIP1
JUND,AURKB
JUND,BMF
JUND,BRAT1
JUND,C1QBP
JUND,C1QTNF1-AS1
JUND,C1orf216
JUND,C20orf96
JUND,CA12
JUND,CBLN3
JUND,CCT3
JUND,CDK20
JUND,CELF6
JUND,CENPE
JUND,CFL1
JUND,CHRNA9
JUND,CITED2
JUND,CLU
JUND,CLUH
JUND,COL7A1
JUND,CPS1
JUND,CRABP2
JUND,CSRNP1
JUND,CSRP1
JUND,CTRL
JUND,CTSB
JUND,DAW1
JUND,DBP
JUND,DCTPP1
JUND,DEDD2
JUND,DGAT1
JUND,DHCR24
JUND,DLGAP1-AS4
JUND,DNAAF3
JUND,DNLZ
JUND,DOCK4
JUND,DPP7
JUND,DVL1
JUND,DYRK1B
JUND,EGFR-AS1
JUND,EIF6
JUND,ENO1
JUND,FASTK
JUND,FDXACB1
JUND,FGFBP3
JUND,FIS1
JUND,FKBP5
JUND,FLNA
JUND,FRMD3
JUND,GABARAP
JUND,GADD45GIP1
JUND,GCLC
JUND,GSG1
JUND,GSK3A
JUND,GSR
JUND,GTPBP6
JUND,HDHD3
JUND,HJURP
JUND,HM13-AS1
JUND,HMGCS1
JUND,HNRNPH1
JUND,HNRNPL
JUND,IGSF11
JUND,INPP4B
JUND,IRF2BP1
JUND,IRF7
JUND,JUN
JUND,KCNJ11
JUND,KCTD14
JUND,KIFC3
JUND,KRT19
JUND,KRT8
JUND,LAD1
JUND,LAMA5
JUND,LDHB
JUND,LINC00111
JUND,LINC00598
JUND,LINC00677
JUND,LOXL4
JUND,LRRC59
JUND,LSM10
JUND,LSM7
JUND,LTBP3
JUND,MAML2
JUND,MAN2C1
JUND,MCAT
JUND,MCL1
JUND,MCRS1
JUND,MGAT4B
JUND,MICALL2
JUND,MIR22HG
JUND,MIR24-2
JUND,MLF2
JUND,MST1R
JUND,MTCH1
JUND,MTMR11
JUND,MYL2
JUND,MZF1
JUND,NAMPT
JUND,NAT9
JUND,NOP10
JUND,NR1D1
JUND,NR2F6
JUND,NUDT18
JUND,ORMDL3
JUND,OSBPL7
JUND,OSR1
JUND,P4HB
JUND,PCDH9
JUND,PDIA4
JUND,PIGH
JUND,PLD6
JUND,PLEC
JUND,PLXNB2
JUND,POLD2
JUND,POLM
JUND,POLR2I
JUND,POLR2J
JUND,PPP1R3C
JUND,PPP1R9B
JUND,PRAF2
JUND,PRDX1
JUND,PRR7-AS1
JUND,PRSS27
JUND,PSAP
JUND,PSG8
JUND,PSME2
JUND,PSMG4
JUND,PTHLH
JUND,PTK6
JUND,PTRH1
JUND,RAB34
JUND,RABGGTA
JUND,RILP
JUND,RIN1
JUND,RNASEH2C
JUND,ROBO1
JUND,RPL22
JUND,RPL8
JUND,RPS16
JUND,S100A10
JUND,S100A2
JUND,S100A3
JUND,SCO2
JUND,SDC4
JUND,SEC61G
JUND,SERTAD1
JUND,SHF
JUND,SHOX2
JUND,SLC1A5
JUND,SLC25A6
JUND,SLC35A2
JUND,SLC45A4
JUND,SLC47A2
JUND,SLC7A5
JUND,SNORD3D
JUND,SP6
JUND,SPATA41
JUND,SPRY2
JUND,SRI
JUND,STAU2-AS1
JUND,SYBU
JUND,SYN1
JUND,SYVN1
JUND,TAF10
JUND,TAF6
JUND,TIMM13
JUND,TINF2
JUND,TJP3
JUND,TLE3
JUND,TM4SF1
JUND,TMEM185B
JUND,TNFRSF1A
JUND,TOMM20L
JUND,TP53I3
JUND,TPM2
JUND,TRAM1
JUND,TRIM29
JUND,TRIM47
JUND,TUBA1B
JUND,TUSC2
JUND,UBC
JUND,UBXN1
JUND,VTI1B
JUND,VWA7
JUND,ZBTB17
